listing_id,host_id,host_since,name,neighbourhood,property_type,room_type,bedrooms,price,number_of_reviews,review_scores_rating
18666,71615,2010-01-19,Flat with Sunny Terrace,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,130,1,80.0
18674,71615,2010-01-19,Huge flat for 8 people close to Sagrada Familia,la Sagrada Família,Apartment,Entire home/apt,3.0,60,10,84.0
23197,90417,2010-03-09,FORUM DELUXE 5 MINS WALK  CCIB CENTER & SEA!,el Besòs i el Maresme,Apartment,Entire home/apt,3.0,200,38,94.0
25786,108310,2010-04-14,NICE ROOM AVAILABLE IN THE HEART OF GRACIA,la Vila de Gràcia,Apartment,Private room,1.0,42,231,95.0
31377,134698,2010-05-29,"Room for 2,  Sagrada Famili",el Baix Guinardó,Apartment,Private room,1.0,42,4,95.0
31380,134698,2010-05-29,"Room for 2-3. Barcelona, Sagrada Famili",el Baix Guinardó,Apartment,Private room,1.0,53,40,87.0
31958,136853,2010-06-02,"Gaudi Attic 1, Friendly Rentals",el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,1.0,62,161,92.0
32471,136853,2010-06-02,"Gaudi Attic 2, Friendly Rentals",el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,3.0,72,73,88.0
32615,141199,2010-06-09,"Sunny room, top floor with 2 terraces!",les Corts,Apartment,Private room,1.0,30,19,99.0
32711,135703,2010-05-31,Sagrada Familia area - Còrsega 1,el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,2.0,140,51,86.0
34241,73163,2010-01-24,Private Double room - Plaza Real,el Barri Gòtic,Apartment,Private room,1.0,85,8,68.0
35379,152232,2010-06-25,Double 02 CasanovaRooms Barcelona,l'Antiga Esquerra de l'Eixample,Bed and breakfast,Private room,1.0,40,240,94.0
35388,152232,2010-06-25,Single 01 CasanovaRooms Barcelona,l'Antiga Esquerra de l'Eixample,Bed and breakfast,Private room,1.0,30,201,94.0
35390,152232,2010-06-25,Single 02 CasanovaRooms Barcelona,l'Antiga Esquerra de l'Eixample,Bed and breakfast,Private room,1.0,30,197,96.0
35392,152232,2010-06-25,Double 01 CasanovaRooms Barcelona,l'Antiga Esquerra de l'Eixample,Bed and breakfast,Private room,1.0,45,170,95.0
36763,158596,2010-07-05,In front of the beach,la Barceloneta,Apartment,Private room,1.0,38,54,94.0
40983,177617,2010-07-22,Classical loft close to pedrera!,la Dreta de l'Eixample,Loft,Entire home/apt,1.0,95,265,92.0
46153,90417,2010-03-09,"CHIC BORN, GREAT LOCATION , FREE WIFI","Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,44,2,70.0
49213,208154,2010-08-21,"Descalzos en el parque, relaxing and  cool room",el Poble Sec,Apartment,Private room,1.0,35,41,98.0
49968,135703,2010-05-31,Sagrada Familia area - Còrsega 2,el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,2.0,140,35,87.0
50066,135703,2010-05-31,Sagrada Familia area - Sardenya 1,el Fort Pienc,Apartment,Entire home/apt,3.0,180,49,93.0
58512,280070,2010-11-06,Stylish & cozy 3BR near Sagrada Familia,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,3.0,116,364,89.0
61444,297545,2010-11-24,Bright apartment - Rambla Catalunya (HUTB-005863),la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,105,41,85.0
66037,323105,2010-12-20,Great apartment in  en el Born,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,190,97,89.0
67065,136853,2010-06-02,"Londres, Friendly Rentals",l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,4.0,75,69,87.0
68547,340570,2011-01-09,two beds with private shower 30% off,el Barri Gòtic,Apartment,Private room,1.0,49,69,96.0
70099,353987,2011-01-19,"Room with a View, Bcn City Center",el Raval,Bed and breakfast,Private room,1.0,49,323,94.0
71520,366428,2011-01-28,Charming apartment with fantastic views!,Vallcarca i els Penitents,Apartment,Entire home/apt,3.0,250,1,100.0
71553,366654,2011-01-28,"Spring PROMOTIONS,  NewYork times penthouse flat !",el Fort Pienc,Apartment,Entire home/apt,1.0,110,47,83.0
71603,366654,2011-01-28,MODERNIST PENTHOUSE. 1bedroom apt with terrace,la Dreta de l'Eixample,Apartment,Entire home/apt,1.0,390,36,94.0
71736,368317,2011-01-30,APARTMENT BY MONTHS CITY CENTER MINIMUM 32 NIGHTS,el Raval,Apartment,Entire home/apt,4.0,100,11,80.0
72436,375625,2011-02-03,Lugaris Beach Business Apartment,el Poblenou,Serviced apartment,Entire home/apt,1.0,1000,197,96.0
72793,368317,2011-01-30,RENT BY MONTH COLORIST APARTMENT MINIMUN 32 NITGHS,el Raval,Apartment,Entire home/apt,1.0,45,2,100.0
72794,368317,2011-01-30,RENT MONTH FANTASTIC APARTMENT MINIMUM 32 NIGHTS,el Raval,Apartment,Entire home/apt,2.0,45,8,87.0
73455,383697,2011-02-09,RAMBLAS ORCHID2 FAMILY APARTMENT,el Raval,Apartment,Entire home/apt,2.0,148,91,88.0
73683,135703,2010-05-31,Sagrada Familia area for 12 people,el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,4.0,300,144,92.0
73692,297545,2010-11-24,Rustic apartment : Rambla Catalunya (HUTB-005863),la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,105,36,81.0
73693,297545,2010-11-24,Huge family apt with patio: Central (HUTB-005825),el Poble Sec,Apartment,Entire home/apt,2.0,65,36,82.0
73700,297545,2010-11-24,Centrally located budget apartment (HUTB-005832),el Poble Sec,Apartment,Entire home/apt,2.0,65,67,82.0
74562,382031,2011-02-08,Cute Suite near the MACBA,el Raval,Apartment,Private room,1.0,60,178,96.0
75003,396363,2011-02-17,130. Hércules Pequeño 41,la Sagrada Família,Apartment,Entire home/apt,2.0,89,8,97.0
75411,400154,2011-02-19,Sagrada Familia Clot Patio,el Clot,Apartment,Entire home/apt,3.0,125,25,90.0
80004,431839,2011-03-09,Parc Montjuic HUTB (Phone number hidden by Airbnb),el Poble Sec,Apartment,Entire home/apt,3.0,107,107,90.0
83283,700165,2011-06-14,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,Sant Antoni,Apartment,Private room,1.0,62,95,88.0
89756,488117,2011-04-06,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",el Raval,Apartment,Entire home/apt,3.0,350,15,90.0
89776,488151,2011-04-06,Modernist flat Downtown Casa Estapé | Barcelona,el Fort Pienc,Apartment,Entire home/apt,1.0,65,292,95.0
95719,509260,2011-04-14,Lovely room to rent in El Gotico,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,53,200,95.0
97529,497450,2011-04-10,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,el Camp d'en Grassot i Gràcia Nova,Condominium,Entire home/apt,1.0,45,62,94.0
100256,527201,2011-04-22,"BARCELONA CENTRO EN LA PLAYA ,WIFI",la Barceloneta,Apartment,Entire home/apt,1.0,40,50,90.0
107437,556626,2011-05-04,A beautiful  villa in Barcelona,"Vallvidrera, el Tibidabo i les Planes",Villa,Entire home/apt,4.0,200,39,93.0
109462,396363,2011-02-17,026. Industria Ático Apartment,el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,1.0,104,1,80.0
110041,396363,2011-02-17,002. Alió 2 Apartment,el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,1.0,135,9,96.0
110098,396363,2011-02-17,023. Gignàs Gótic Apartment,el Barri Gòtic,Apartment,Entire home/apt,1.0,135,13,89.0
112538,567180,2011-05-08,Design Flat in the very center 5.3,la Sagrada Família,Apartment,Entire home/apt,3.0,200,78,84.0
119546,603336,2011-05-19,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,el Raval,Apartment,Private room,1.0,70,282,97.0
128463,635253,2011-05-28,Private Suite in residential area!!,Sants,Apartment,Private room,1.0,42,242,97.0
130227,641496,2011-05-30,Spacious Room with Pool and Terrace,Diagonal Mar i el Front Marítim del Poblenou,Condominium,Private room,1.0,55,93,93.0
135513,664196,2011-06-04,APARTMENT AT RAMBLA POBLE NOU AND BEACH,el Poblenou,Apartment,Entire home/apt,2.0,80,110,93.0
136670,610674,2011-05-21,"double Room -UPC, ESADE, Barça, Real Club Tennis",Pedralbes,Apartment,Private room,1.0,35,118,92.0
144471,700165,2011-06-14,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,Sant Antoni,Apartment,Private room,1.0,61,35,86.0
147275,711907,2011-06-17,1 Room INDIVIDUAL in Barcelona,el Guinardó,Apartment,Private room,1.0,14,78,82.0
154281,742068,2011-06-25,"Nice bedroom in a Loft, El Raval",el Raval,Loft,Private room,1.0,50,255,90.0
154437,474355,2011-03-31,Charming room  Diagonal wifi 100 Mb,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,39,69,97.0
158238,759411,2011-06-29,CENTRAL Wi Fi  w/TERRASSE 8 people,les Corts,Apartment,Entire home/apt,4.0,150,106,89.0
163448,713364,2011-06-17,Montly rentals Barcelona for groups,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,3.0,200,10,91.0
163490,713364,2011-06-17,"AMAZING COZY 2Bd, PLAZA CATALUÑA!",la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,160,141,93.0
164897,786393,2011-07-06,Your home in Barcelona | Comfortable Loft Gracia,la Vila de Gràcia,Loft,Entire home/apt,2.0,182,1,100.0
171646,400154,2011-02-19,Sagrada Familia Clot Atico,el Clot,Apartment,Entire home/apt,2.0,105,33,95.0
171816,400154,2011-02-19,Sagrada Familia Clot Vista,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,115,7,87.0
179619,860071,2011-07-24,Affordable Barcelona for you!,Sants,Apartment,Private room,1.0,27,50,91.0
180293,863772,2011-07-25,Ally`s Guest House Barcelona,la Dreta de l'Eixample,Bed and breakfast,Private room,2.0,50,1,
181824,852032,2011-07-22,Double bedroom with terrace + pool,Provençals del Poblenou,Apartment,Private room,1.0,49,246,97.0
184373,829660,2011-07-17,THE PASSION  ROOM ...,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,70,71,88.0
184516,784341,2011-07-06,lovely huge 30mq room with pvt bathroom,el Barri Gòtic,Apartment,Private room,1.0,76,38,97.0
186540,896554,2011-07-31,Fully equipped loft near Sagrada Familia,el Clot,Loft,Entire home/apt,0.0,47,10,98.0
186542,896372,2011-07-31,Lovely and sunny double room in BCN,la Dreta de l'Eixample,Apartment,Private room,1.0,33,49,96.0
186598,896690,2011-07-31, Double room and cozy,el Raval,Apartment,Private room,1.0,45,345,92.0
188267,366654,2011-01-28,"Watermelon  3 BR balcony flat ,center /Residential",la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,290,75,94.0
190348,919480,2011-08-04,Apartment with large terrace,Pedralbes,Apartment,Private room,1.0,46,1,100.0
191303,829660,2011-07-17,THE WHITE SUITE...,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,85,72,88.0
193923,939590,2011-08-08,Single room in the real Barcelona,Horta,Apartment,Private room,1.0,20,116,98.0
194460,944355,2011-08-09,Double Private room with breakfast near the beach,el Besòs i el Maresme,Apartment,Private room,1.0,20,292,93.0
195092,913807,2011-08-03,Bonitas vistas de Barcelona,la Salut,Apartment,Private room,1.0,130,0,
196021,953719,2011-08-10,Old-time-charm apartment with patio!,l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,4.0,310,228,98.0
196196,567180,2011-05-08,Large Flat next to Sagrada Familia,la Sagrada Família,Serviced apartment,Entire home/apt,4.0,220,88,88.0
198958,971768,2011-08-15,STUNNING sea view + pool Barcelona!,Diagonal Mar i el Front Marítim del Poblenou,Apartment,Entire home/apt,4.0,190,53,93.0
199422,971768,2011-08-15,Modern apt near beach & city center,el Fort Pienc,Apartment,Entire home/apt,2.0,75,57,92.0
199794,440825,2011-03-14,Centric Double Room Private Bathroom - month  rent,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,35,80,96.0
201958,177617,2010-07-22,Lux Apartment,el Barri Gòtic,Apartment,Entire home/apt,1.0,100,23,96.0
206122,1013855,2011-08-24,Amazing Loft in BCN Center (B0132),la Vila de Gràcia,Apartment,Entire home/apt,2.0,120,153,94.0
206167,1014050,2011-08-24,"BRIGHT, COMFY AND CENTRAL",el Poble Sec,Apartment,Entire home/apt,1.0,120,70,97.0
208684,1027356,2011-08-27,Double room with private bath,el Raval,Apartment,Private room,1.0,49,301,94.0
209673,1033366,2011-08-29,Sweet Apartment in Gràcia district!,la Vila de Gràcia,Apartment,Entire home/apt,2.0,77,226,95.0
213296,1100014,2011-09-02,Big/Centric Room-Palau de la Musica,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,40,265,88.0
213368,1037730,2011-08-30,Lovely room Barcelona up 2 people,la Salut,Condominium,Private room,1.0,39,44,98.0
213581,1100014,2011-09-02,Room Centric + Personal Dressing,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,32,211,83.0
214970,1110014,2011-09-04,Cozy room in central flat Barcelona,el Poble Sec,Apartment,Private room,1.0,35,119,93.0
216699,1118232,2011-09-06,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,42,285,97.0
218503,1130143,2011-09-08,"Single room next to Bogatell Beach / 单间,旁边的海滩",el Poblenou,Apartment,Private room,1.0,30,44,98.0
232400,4369049,2012-12-10,DESIGNER DUPLEX SPA & TERRACE,la Vila de Gràcia,Apartment,Entire home/apt,1.0,95,253,96.0
233739,1224008,2011-09-29,Bright bedroom & private bathroom,Sants - Badal,Apartment,Private room,1.0,40,93,86.0
234375,1227290,2011-09-29,ATTIC VIEWS SAGRADA FAMILIA,el Fort Pienc,Apartment,Entire home/apt,1.0,105,28,88.0
237895,1201857,2011-09-24,Room w/ lots of LIGHT & INCREDIBLE Views!,el Fort Pienc,Apartment,Private room,1.0,50,25,99.0
239492,1255733,2011-10-06,CozyRoom&Garden Priv.Bathroom AC,el Poble Sec,Bed and breakfast,Private room,1.0,44,174,95.0
239821,1257705,2011-10-06,"APARTAMENT BCN MIRALL, in the best neighborhood",Sant Gervasi - Galvany,Apartment,Entire home/apt,3.0,120,25,85.0
250016,1310304,2011-10-19,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",el Barri Gòtic,Apartment,Entire home/apt,3.0,65,1,100.0
251424,1318630,2011-10-21,NICE ROOMS FOR RENT IN BARCELONA,la Dreta de l'Eixample,Apartment,Private room,1.0,45,47,77.0
252232,1298586,2011-10-16,Nice apartment with POOL BARCELONA,Sant Martí de Provençals,Apartment,Entire home/apt,3.0,83,96,90.0
255195,1310304,2011-10-19,Lightly apartment with balcony to Las Ramblas,el Raval,Apartment,Entire home/apt,1.0,41,12,89.0
256354,1348378,2011-10-29,tranquila room in cosy flat....,Vallcarca i els Penitents,Apartment,Private room,1.0,23,42,96.0
256628,742068,2011-06-25,"Cozy bedroom in a loft, el Raval.",el Raval,Loft,Private room,1.0,40,221,92.0
256677,1350468,2011-10-30,Barcelona Center!The Gothic Area,el Barri Gòtic,Apartment,Private room,1.0,50,133,88.0
256982,1352184,2011-10-30,Centric spacious nostalgic Room,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,40,90,91.0
259852,1363244,2011-11-02,Center - Double w A/C - FreeWiFi,el Raval,Apartment,Private room,1.0,45,84,94.0
261750,1369675,2011-11-04,THEVINTAGERENTALS Delux 5 bedrooms Pg de Gracia,la Vila de Gràcia,Serviced apartment,Entire home/apt,5.0,350,11,76.0
264125,1377744,2011-11-06,Sagrada Familia 5' Metro WIFI fibre,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,3.0,89,205,92.0
264621,1367370,2011-11-03,Amore Aragon free WiFi- HUTB 007051,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,229,46,85.0
265491,1392322,2011-11-10,Beach room amazing view in center,la Barceloneta,Apartment,Private room,1.0,80,143,89.0
265607,1367370,2011-11-03,Sunny Spacious Sardenya free WiFi - HUTB-015374,el Fort Pienc,Apartment,Entire home/apt,4.0,175,41,82.0
267816,1404293,2011-11-14,Luxury Motor Yacht in Barcelona Port Olímpic near Casino,el Barri Gòtic,Boat,Entire home/apt,4.0,900,20,98.0
268017,1405013,2011-11-14,Cosy apartment 3 bedrooms,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,190,7,80.0
268022,1405013,2011-11-14,Charming 3 bedrooms apartment,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,190,9,76.0
268417,1406951,2011-11-14,Cozy Room near the Center. 2 línes underg.Eixample,la Nova Esquerra de l'Eixample,Apartment,Private room,1.0,36,174,88.0
269467,1411775,2011-11-16,Sunny and quiet Loft next to Sagrada Familia,la Sagrada Família,Loft,Entire home/apt,0.0,110,36,92.0
270050,1414100,2011-11-16,Double Room in El vaixell de paper,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,48,398,96.0
271996,155686,2010-06-30,GR Apartment near Sagrada Familia,el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,2.0,51,13,98.0
272282,1425070,2011-11-20,Exquisito apartamento con espacios abiertos y luz,la Nova Esquerra de l'Eixample,Apartment,Entire home/apt,3.0,290,254,98.0
273229,1429552,2011-11-21,Confortable and very well located,Sant Antoni,Apartment,Entire home/apt,2.0,72,119,92.0
273932,1432835,2011-11-22,Oriental Design apartment,l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,2.0,100,146,92.0
275336,1435464,2011-11-23,Charming 3BR just off Gran Via,la Nova Esquerra de l'Eixample,Serviced apartment,Entire home/apt,3.0,130,78,93.0
275346,1435464,2011-11-23,Sunny terrace penthouse by Camp Nou Free Nespresso,Sarrià,Serviced apartment,Entire home/apt,3.0,215,38,92.0
275350,1435464,2011-11-23,"Parsifal-Front Row Seat on La Rambla, Blend of Character and Modernity",el Raval,Serviced apartment,Entire home/apt,3.0,100,46,92.0
275889,1435464,2011-11-23,La Rambla Zen 1BR apt in Center,el Raval,Serviced apartment,Entire home/apt,1.0,72,9,80.0
276324,1443815,2011-11-26,COMFORTABLE IN GRACE APARTMENT ,la Vila de Gràcia,Apartment,Entire home/apt,2.0,106,41,88.0
276527,1444707,2011-11-26,Nice rustic apartament - Parc Güell,el Coll,Apartment,Entire home/apt,2.0,60,300,92.0
278036,1451449,2011-11-28,Big Sunny Room - Paseo de Gracia,la Dreta de l'Eixample,Apartment,Private room,1.0,45,152,90.0
279439,1457147,2011-11-30,Cozy room for 3 in city center (Room #1),el Raval,Apartment,Private room,1.0,50,121,91.0
281978,1451449,2011-11-28,Big Private Room - Paseo de Gracia,la Dreta de l'Eixample,Apartment,Private room,1.0,45,105,90.0
281985,1451449,2011-11-28,Medium Sise Room - Paseo de Gracia,la Dreta de l'Eixample,Apartment,Private room,1.0,30,141,86.0
282679,1354169,2011-10-31,"Charming Penthouse,two amazing terraces",Sant Antoni,Apartment,Entire home/apt,2.0,225,23,99.0
283231,1475411,2011-12-05,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,1.0,85,174,97.0
286105,1489008,2011-12-09,Room at Gran Via Barcelona Spain,el Fort Pienc,Apartment,Private room,2.0,40,1,100.0
288034,1447144,2011-11-27,"MARCH IN BARCELONA, QUIET & WITH TERRACE",la Nova Esquerra de l'Eixample,Apartment,Entire home/apt,1.0,80,15,95.0
289405,1503151,2011-12-14,MAGIC ROOM IN GÒTIC *1! CENTRE!,el Barri Gòtic,Serviced apartment,Private room,1.0,25,5,84.0
289600,1503151,2011-12-14,MAGIC ROOM GOTIC * 2! CITY CENTRE!,el Barri Gòtic,Serviced apartment,Private room,1.0,30,1,
289616,1503151,2011-12-14,MAGIC ROOM CITY CENTER! * GÒTIC 5!,el Barri Gòtic,Serviced apartment,Private room,1.0,25,2,70.0
289761,1503151,2011-12-14,MAGIC ROOM GOTIC * 6! CITY CENTRE!,el Barri Gòtic,Serviced apartment,Private room,1.0,25,0,
290592,1377744,2011-11-06,Views SagradaFamilia + metro + WIFI,la Sagrada Família,Apartment,Entire home/apt,3.0,69,206,90.0
295200,612665,2011-05-22,Gaudi view´s Attic with private terrace,la Vila de Gràcia,Loft,Entire home/apt,0.0,110,136,92.0
296287,1503151,2011-12-14,Nice room in Barcelona Gòtic (3),el Barri Gòtic,Serviced apartment,Private room,1.0,25,10,73.0
297066,1541784,2011-12-28,"3 rooms, 2 bathrooms in the touristic city centre",el Poble Sec,Apartment,Entire home/apt,2.0,126,523,91.0
302179,1432835,2011-11-22,Cozy apartment in the city center,l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,2.0,90,137,93.0
305213,1570247,2012-01-05,PLATANEROS - BRIGHT CENTRAL APT,Sant Antoni,Apartment,Entire home/apt,1.0,110,233,96.0
308166,1561612,2012-01-03,"ARTIST HOUSE IN DOWNTOWN, GAUDI, LIGHT SUN",la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,135,149,99.0
315769,1994100,2012-03-23,Sagrada Familia vintage apartment,la Sagrada Família,Apartment,Entire home/apt,2.0,100,15,95.0
318865,1608447,2012-01-15,A penthouse two terraces in Gracia,la Vila de Gràcia,Apartment,Entire home/apt,1.0,119,187,96.0
322268,1650460,2012-01-25,AMAZING LOCATION & SPACIOUS APART,el Barri Gòtic,Apartment,Entire home/apt,2.0,55,88,97.0
323854,1657312,2012-01-26,Casa Sagrada Familia Bcn Doubleroom,la Sagrada Família,Apartment,Private room,1.0,30,21,91.0
324726,1661612,2012-01-27,lets go downtown barcelona,el Barri Gòtic,Apartment,Entire home/apt,1.0,71,11,91.0
330248,880805,2011-07-27,GREAT  DOUBLE ROOM WI FI CASANOVA,Sant Antoni,Apartment,Private room,1.0,50,11,96.0
330723,1687383,2012-02-02,SUNNY ROOM WITH BALCONY,el Raval,Apartment,Private room,1.0,30,50,93.0
330766,1687524,2012-02-02,Urquinaona Charming and Centric,la Dreta de l'Eixample,Apartment,Entire home/apt,1.0,120,169,97.0
330957,893805,2011-07-30,Central 3 bedroom beautiful APT,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,111,369,95.0
331026,440881,2011-03-14,Small basic room in a nice apt,Sant Antoni,Apartment,Private room,1.0,24,154,95.0
333190,1697782,2012-02-04,"Room,  Bikes and views!  SGL-DBL",el Fort Pienc,Apartment,Private room,1.0,18,193,96.0
335861,1221038,2011-09-28,MODERN LOFT NEXT TO THE BEACH,el Poblenou,Loft,Entire home/apt,1.0,95,77,83.0
337755,1716315,2012-02-07,SEALONA VILA OLIMPICA BEACH,la Vila Olímpica del Poblenou,Apartment,Entire home/apt,1.0,95,3,100.0
342641,1738696,2012-02-12,Apartment in villa with garden&pool,"Vallvidrera, el Tibidabo i les Planes",Guest suite,Entire home/apt,1.0,90,63,92.0
343622,1743695,2012-02-13,Spacious loft nearby pl. España ,Hostafrancs,Apartment,Entire home/apt,1.0,115,85,89.0
343859,1744516,2012-02-13,LOVELY 2 BD WIFI GRACIA,la Vila de Gràcia,Apartment,Entire home/apt,2.0,137,8,63.0
343861,1744516,2012-02-13,1BD FLAT WITH WIFI & AC IN GRACIA,la Vila de Gràcia,Apartment,Entire home/apt,1.0,95,14,86.0
343864,1744516,2012-02-13,3 BD APT IN THE HEART OF GRACIA,la Vila de Gràcia,Apartment,Entire home/apt,3.0,139,10,92.0
343866,1744516,2012-02-13,COSY 2BD + 2 BATH + 2 KITCHEN IN GRACIA VIRREINA,la Vila de Gràcia,Apartment,Entire home/apt,2.0,89,28,86.0
346018,1753990,2012-02-15,Room in a flat with Barcelona best view!,el Parc i la Llacuna del Poblenou,Apartment,Private room,1.0,60,15,95.0
351395,1435464,2011-11-23,Charming Garden House Apt 3BR Apt,el Fort Pienc,Serviced apartment,Entire home/apt,3.0,125,27,91.0
352772,1786501,2012-02-21,Elegant Centric Attic WIFI Car Park,la Nova Esquerra de l'Eixample,Apartment,Entire home/apt,2.0,145,88,93.0
353640,1791076,2012-02-22,Great Apartment in Heart of Born,el Barri Gòtic,Apartment,Entire home/apt,2.0,110,100,91.0
357576,1809535,2012-02-25,"Authentic Vintage Home ¨El patio de Gràcia""",la Vila de Gràcia,Apartment,Entire home/apt,3.0,80,159,96.0
357958,1809119,2012-02-25,Private terrace and bathroom & WiFi,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,57,111,96.0
359277,1818044,2012-02-27,HABITACION CON BALCON EN RAMBLAS 2,el Barri Gòtic,Bed and breakfast,Private room,1.0,40,131,79.0
359841,1820272,2012-02-27,"BacRou, design loft near the sea",el Poblenou,Apartment,Entire home/apt,2.0,60,279,94.0
363601,1837053,2012-03-01,stylish flat in barcelona center,el Raval,Apartment,Entire home/apt,1.0,60,26,84.0
364030,1839136,2012-03-01,"Amazing views, centric apt w/terrac",Sant Antoni,Apartment,Entire home/apt,2.0,130,246,94.0
365147,440881,2011-03-14,"Sunny double room, central location",Sant Antoni,Apartment,Private room,1.0,39,121,92.0
365911,1260560,2011-10-07,"Low-priced,Super Reviewed Apartment",la Nova Esquerra de l'Eixample,Apartment,Entire home/apt,3.0,119,59,95.0
370665,1447144,2011-11-27,vig HAPPY APARTMENT IN EL BORN,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,3.0,90,0,
374491,1818044,2012-02-27,ROOM WITH A BALCONY IN RAMBLAS 1,el Barri Gòtic,Apartment,Private room,1.0,40,126,81.0
374561,1818044,2012-02-27,HABITACION BAÑO PRIVADO EN RAMBLAS,el Barri Gòtic,Apartment,Private room,1.0,55,110,82.0
377161,1444707,2011-11-26,Rustic apartment Parc Guell II,el Coll,Apartment,Entire home/apt,2.0,60,303,92.0
378998,1903257,2012-03-11,PRECIOSA Y ACOGEDORA HABITACIÓN ,Vilapicina i la Torre Llobeta,Other,Private room,1.0,20,0,
380421,1414100,2011-11-16,Double room with a balcony,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,48,375,95.0
380903,1725307,2012-02-09,Bailen II - terrace in the Eixample,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,75,7,80.0
382000,1915191,2012-03-13,Homely Apartment in Sagrada Família - 4 bedrooms,el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,4.0,110,163,93.0
384063,1447144,2011-11-27,nap1 HAPPY & QUIET 3 BEDROOM & 2 BATHROOMS FLAT,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,130,8,67.0
384155,1751133,2012-02-14,Barcelona Center Beach Top Design,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,64,68,90.0
384464,674212,2011-06-07,Paseo de Gracia / Plaza Catalunya,la Dreta de l'Eixample,Apartment,Entire home/apt,1.0,160,56,99.0
384867,1926968,2012-03-15,A PERFECT DOUBLE ROOM  BCN CENTER,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,20,220,89.0
385049,3775349,2012-10-06,MIRADOR 3 Bedroom Apartment Port Vell,"Sant Pere, Santa Caterina i la Ribera",House,Entire home/apt,3.0,220,172,93.0
393717,1968590,2012-03-19,Cosy apartment near Las Ramblas,el Raval,Apartment,Entire home/apt,2.0,83,270,88.0
394692,1926968,2012-03-15,A PERFECT ROOM FOR RENT CENTER BCN,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,22,290,88.0
399772,1995385,2012-03-23,VERY CENTRAL 3 STOPS AWAY RAMBLAS,la Nova Esquerra de l'Eixample,Apartment,Entire home/apt,2.0,145,18,91.0
401481,2004002,2012-03-25,Centric Apartment in Barcelona,la Dreta de l'Eixample,Apartment,Private room,1.0,45,337,93.0
