listing_id,host_id,host_since,name,neighbourhood,property_type,room_type,bedrooms,price,number_of_reviews,review_scores_rating
11350159,5580323,2013-03-22,SUNNY SINGLE/DOUBLE ROOM - CITY CENTRE,la Dreta de l'Eixample,Apartment,Private room,1.0,52,41,98.0
11350322,4021283,2012-10-31,Budy Apartments - La Rambla 4.2,el Barri Gòtic,Apartment,Entire home/apt,1.0,61,2,90.0
11350906,36704394,2015-06-25,Ático cerca de Sagrada Familia,la Sagrada Família,Apartment,Private room,1.0,150,0,
11351527,5515046,2013-03-18,Nice apartment in Eixample district,la Nova Esquerra de l'Eixample,Apartment,Private room,1.0,50,0,
11351897,8630901,2013-09-04,Chambre lit simple/double,el Raval,Apartment,Private room,1.0,150,0,
11352245,5531455,2013-03-19,Cosy sunny room in the warm heart of Barcelona!,la Nova Esquerra de l'Eixample,Apartment,Private room,3.0,30,8,95.0
11352588,59456756,2016-02-19,2 beds room in a lovely flat,la Marina de Port,Apartment,Private room,1.0,34,118,98.0
11353728,25638929,2015-01-05,EnSuite Double Bedrm SagradaFamilia,el Camp de l'Arpa del Clot,Apartment,Private room,1.0,100,0,
11353958,17354729,2014-06-28,Loft Paralel,el Raval,Loft,Private room,1.0,350,0,
11356317,18905437,2014-07-26,Apartamento cerca Plaza Cataluña,Sant Antoni,Apartment,Entire home/apt,2.0,162,8,95.0
11358392,34964499,2015-06-04,P POETA,el Poble Sec,Apartment,Entire home/apt,1.0,75,0,
11360820,8649081,2013-09-05,Heart of the City,la Dreta de l'Eixample,Apartment,Private room,1.0,65,16,100.0
11371523,52410601,2015-12-27,Habitación Individual en el centro,la Bordeta,Apartment,Private room,1.0,14,1,
11376307,59637983,2016-02-20,COZY ROOM in students apartment :),la Dreta de l'Eixample,Apartment,Private room,1.0,18,8,90.0
11376653,59640486,2016-02-20,Cozy Room in Barcelona,el Raval,Apartment,Private room,1.0,35,7,83.0
11384848,3026201,2012-07-23,"Quiet & centrical apartment, next to Plaza Molina!",Sant Gervasi - Galvany,Apartment,Entire home/apt,4.0,130,28,95.0
11389466,59742225,2016-02-21,Alquiler Habitación Individual 1,la Verneda i la Pau,Apartment,Private room,1.0,29,0,
11390457,59751936,2016-02-21,Quiet Room with Private toilet,Vilapicina i la Torre Llobeta,Apartment,Private room,1.0,35,135,89.0
11391028,7530481,2013-07-16,Bright beautiful loft!,Sarrià,Loft,Private room,1.0,57,3,100.0
11391413,55384498,2016-01-20,FAMILY APARTMENT PRIVATE GARDEN AND SWIMING-POOL,el Putxet i el Farró,Apartment,Entire home/apt,3.0,150,11,96.0
11391459,18051054,2014-07-13,Rest on a Boat - Near Barcelona's City center,el Besòs i el Maresme,Boat,Entire home/apt,1.0,43,92,86.0
11395302,4076847,2012-11-06,Dreamy flat sun beach relax-Bcneta (32 nit),la Barceloneta,Apartment,Entire home/apt,1.0,43,7,91.0
11401735,49228940,2015-11-17,"Centric, renovated apart. in typical building BCN",l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,1.0,85,1,100.0
11402360,4021283,2012-10-31,Budy Apartments - Barceloneta 2.2,la Barceloneta,Apartment,Entire home/apt,1.0,45,3,100.0
11402824,518063,2011-04-18,"InBarcelonaSuites, Paseo de Gracia, 4 guests.",la Vila de Gràcia,Apartment,Entire home/apt,1.0,120,135,96.0
11407760,16383685,2014-06-04,Small Clean Room with Double Bed,Sants,Apartment,Private room,1.0,25,6,96.0
11407794,59883811,2016-02-22,Silviapr,Sant Gervasi - Galvany,Condominium,Private room,1.0,100,0,
11412567,59918507,2016-02-22,Habitación con baño privado junto Camp Nou F.C.B.,la Maternitat i Sant Ramon,Apartment,Private room,1.0,27,15,97.0
11416382,785984,2011-07-06,EXCELLENT LOCATION / PRIVATE BATHROOM  /BALCONY,Sant Antoni,Apartment,Private room,1.0,55,124,93.0
11424139,60011601,2016-02-23,Nice double bedroom in Barcelona,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,25,2,100.0
11424486,18038725,2014-07-13,Artistic 2 bed. Available per months,la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,219,0,
11428143,396363,2011-02-17,042. Colón Ppal4 Apartment,el Barri Gòtic,Apartment,Entire home/apt,3.0,117,1,20.0
11429654,396363,2011-02-17,045. Colón Ppal3 Apartment,el Barri Gòtic,Apartment,Entire home/apt,3.0,117,0,
11431221,60054567,2016-02-23,Apartamento en Barceloneta,la Barceloneta,Apartment,Private room,1.0,75,0,
11440870,7148140,2013-06-27,Habitación Doble iluminada con Balcón exterior,el Clot,Apartment,Private room,1.0,40,16,95.0
11440940,7148140,2013-06-27,Great double room with bunk bed,el Clot,Apartment,Private room,1.0,37,15,97.0
11445715,32037490,2015-04-27,Olympic Theme Beach Lover *Bogatell *,la Vila Olímpica del Poblenou,Apartment,Entire home/apt,2.0,80,47,82.0
11447098,9822728,2013-11-05,Casa Lepant 3 bedroom apt,la Sagrada Família,Apartment,Entire home/apt,3.0,120,21,84.0
11448633,10693680,2013-12-18,Luminous apartment with terrace,Sant Andreu,Apartment,Entire home/apt,4.0,50,0,
11451515,10704,2009-03-19,Gotico / Catedral - 3hab + ac,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,3.0,85,1,80.0
11455050,51238458,2015-12-13,Vila Beach View,la Vila Olímpica del Poblenou,Townhouse,Entire home/apt,3.0,150,65,93.0
11458671,54770353,2016-01-15,Very central sunny double room & private bathroom,la Vila Olímpica del Poblenou,Apartment,Private room,1.0,70,17,99.0
11459265,28726468,2015-03-04,Barcelona City Centre Double Room,la Dreta de l'Eixample,Apartment,Private room,1.0,40,57,87.0
11467214,3376710,2012-08-26,Nice 2 bedroom apartment in the Borne,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,45,2,30.0
11468446,2509252,2012-05-31,Sagrada Familia Apartment,la Sagrada Família,Apartment,Entire home/apt,2.0,80,1,100.0
11470029,32479280,2015-05-03,Big room in the heart of Barcelona,la Vila de Gràcia,Apartment,Private room,1.0,15,1,100.0
11471725,57057170,2016-02-01,Barcelona Bright Double Bedroom,Ciutat Meridiana,Apartment,Private room,1.0,100,1,100.0
11491110,26846443,2015-01-28,Habitacion doble en piso centrico,Sant Antoni,Apartment,Private room,1.0,60,37,79.0
11495378,60527437,2016-02-26,Room Sagrada Familia,les Tres Torres,Apartment,Private room,1.0,60,10,83.0
11496602,12661623,2014-02-28,Best view in Central Barcelona,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,69,5,85.0
11503006,9803148,2013-11-04,"Can Simon, Country House","Vallvidrera, el Tibidabo i les Planes",House,Private room,1.0,50,78,97.0
11509160,39989841,2015-07-30,"Double room in a centrally-located, friendly flat",el Raval,Apartment,Private room,1.0,40,5,95.0
11512391,4021283,2012-10-31,Budy Apartments - Carrer del Pi P4,el Barri Gòtic,Apartment,Entire home/apt,2.0,70,1,100.0
11512822,28819161,2015-03-05,Sunny Room near the beach,el Poblenou,Apartment,Private room,1.0,29,37,99.0
11524615,60761891,2016-02-28,Single Room with bathroom,el Camp d'en Grassot i Gràcia Nova,Condominium,Private room,2.0,36,128,98.0
11525706,59763727,2016-02-21,Cozy Room,Can Baró,Apartment,Private room,1.0,15,115,89.0
11541309,3376710,2012-08-26,Sunny apartment close to Ciutadella,el Parc i la Llacuna del Poblenou,Apartment,Entire home/apt,3.0,50,0,
11543638,4021283,2012-10-31,Budy Apartments - Carrer del Pi 2.2,el Barri Gòtic,Apartment,Entire home/apt,2.0,65,2,90.0
11544910,2741855,2012-06-25,Habitacion Doble ideal parejas,la Font de la Guatlla,Apartment,Private room,1.0,40,0,
11545511,53537224,2016-01-06,"Pebralbes,tu habitación con pecera!",Sarrià,Apartment,Private room,1.0,55,22,96.0
11547762,60951178,2016-02-29,Big and central beautiful room,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,45,3,90.0
11550809,42613804,2015-08-26,EXCELLENT LOCATED & FAST WIFI - NEW,Sant Antoni,Apartment,Entire home/apt,2.0,90,19,91.0
11551683,3313906,2012-08-20,Modern lovely apartment Eixample,la Dreta de l'Eixample,Apartment,Entire home/apt,4.0,210,12,98.0
11559183,51937897,2015-12-21,Doble con balcón en Sagrada Familia,el Camp d'en Grassot i Gràcia Nova,Apartment,Private room,1.0,57,45,86.0
11561142,36187810,2015-06-19,DOUBLE BEDROOM & PRIVATE BATH/BALCONY Poble Sec,el Poble Sec,Apartment,Private room,1.0,44,125,99.0
11561474,53537224,2016-01-06,"Cama en las alturas, Pedralbes",Sarrià,Apartment,Private room,1.0,45,22,95.0
11562175,21165692,2014-09-10,New 3 suites in Sants Apartment,Sants,Apartment,Entire home/apt,3.0,300,34,98.0
11562597,1391607,2011-11-10,Pleasant Villarroel,l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,2.0,60,21,74.0
11563254,1391607,2011-11-10,City Center Studio Gracia 2,la Vila de Gràcia,Apartment,Entire home/apt,1.0,60,41,68.0
11566581,12647360,2014-02-27,Awesome double room in gotico area,el Barri Gòtic,Apartment,Private room,1.0,30,6,100.0
11568230,22076771,2014-10-03,Apartamento en casco antiguo,el Barri Gòtic,Apartment,Entire home/apt,3.0,55,7,93.0
11569228,61108416,2016-03-01,Room close to Torre Agbar and Beach,el Parc i la Llacuna del Poblenou,Apartment,Private room,1.0,35,4,100.0
11570056,61063114,2016-03-01,Precioso y confortable apartamento,la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,200,3,100.0
11571334,5414684,2013-03-11,Apartment Lucia,el Fort Pienc,Serviced apartment,Entire home/apt,4.0,250,128,94.0
11584728,56045515,2016-01-25,APARTAMENTO JAZZ 2,el Raval,Apartment,Entire home/apt,1.0,41,6,97.0
11585583,46525815,2015-10-14,Bright private double room with large balcony!,Hostafrancs,Apartment,Private room,1.0,58,5,100.0
11596981,61108030,2016-03-01,Double Room Barcelona City Center,Sant Gervasi - la Bonanova,Apartment,Private room,1.0,35,52,96.0
11598363,3733897,2012-10-02,ACOGEDOR PISO EN EL CORAZÓN DE BCN,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,70,4,100.0
11598414,9478280,2013-10-17,Pintor1 - 3 dorm apartamento en Born,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,3.0,170,1,100.0
11598585,61367074,2016-03-03,Centric room in the heart of BCN,la Nova Esquerra de l'Eixample,Apartment,Private room,1.0,20,11,93.0
11598993,59763727,2016-02-21,Sunny room in park Guell,el Carmel,Apartment,Private room,1.0,16,126,87.0
11600765,49896352,2015-11-25,Habitacion privada,el Guinardó,Apartment,Private room,1.0,45,169,85.0
11603936,14368366,2014-04-16,H7YOG22 Large apartment in Gracia (3 bedrooms),la Vila de Gràcia,Apartment,Entire home/apt,3.0,173,64,93.0
11604284,5107063,2013-02-16,Apartment close to Parc Guell BARO2,Can Baró,Apartment,Entire home/apt,1.0,65,93,87.0
11606321,60973800,2016-02-29,Room Interior at Sant Marti,la Verneda i la Pau,Apartment,Private room,1.0,20,10,84.0
11618889,59317222,2016-02-18,Penthouse in Midtown with a View,la Dreta de l'Eixample,Apartment,Entire home/apt,1.0,220,26,95.0
11620815,45276687,2015-09-28,Huge double bedroom el borne,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,31,0,
11620856,46615860,2015-10-15,"Barcelona center, Double sunny room",l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,38,85,98.0
11630284,9800084,2013-11-04,Eclectic Retreat with City View Balcony,el Poblenou,Apartment,Entire home/apt,2.0,143,144,97.0
11647523,45224780,2015-09-27,Lovely double room heart Barcelona,el Barri Gòtic,Apartment,Private room,1.0,54,112,89.0
11648362,32479280,2015-05-03,Habitación centro Barcelona,la Dreta de l'Eixample,Apartment,Private room,1.0,25,0,
11648674,8586496,2013-09-02,Sunny flat in vibrant Gràcia,la Vila de Gràcia,Apartment,Entire home/apt,2.0,79,98,89.0
11649350,61789155,2016-03-06,Antique flat in central Barcelona,la Salut,Apartment,Private room,1.0,26,1,100.0
11650503,31174143,2015-04-13,Habitacion mediana con cama grande,el Raval,Apartment,Private room,1.0,66,85,85.0
11650507,2682192,2012-06-19,Cozy and modern apartment in the heart of Sants,Sants - Badal,Apartment,Private room,1.0,65,5,96.0
11652533,61427488,2016-03-03,Spacious room with private bathroom,el Poble Sec,House,Private room,1.0,40,202,97.0
11660315,2262273,2012-05-01,"Sunny fantastic Born 3,1","Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,125,2,70.0
11662476,61108030,2016-03-01,Single Room Barcelona City Center,Sant Gervasi - la Bonanova,Apartment,Private room,1.0,33,35,100.0
11664174,18728824,2014-07-23,New and cozy penthouse w/ terrace,Sant Gervasi - Galvany,Apartment,Private room,1.0,55,2,100.0
11664429,3972936,2012-10-25,LetsGo Barcelona Las Ramblas apartment 5 pax,el Raval,Apartment,Entire home/apt,3.0,113,75,84.0
11668230,45679271,2015-10-03,Big Double Room,Sarrià,Apartment,Private room,1.0,30,0,
11670675,55230394,2016-01-19,The Bicycle Apartments - Terrace L,la Bordeta,Apartment,Entire home/apt,2.0,131,6,100.0
11671479,41829664,2015-08-18,Cozy flat with private rooftop,el Raval,Apartment,Private room,1.0,30,0,
11671598,55230394,2016-01-19,The Bicycle Apartments - Balcony L,Hostafrancs,Apartment,Entire home/apt,2.0,121,3,100.0
11671943,55230394,2016-01-19,The Bicycle Apartments - Balcony S,la Bordeta,Apartment,Entire home/apt,2.0,111,2,90.0
11673745,61986453,2016-03-07,Habitación doble en Barcelona,la Guineueta,Apartment,Private room,1.0,20,0,
11675830,9482414,2013-10-17,habitacion privada comoda,Navas,Apartment,Private room,1.0,20,40,94.0
11677514,9547606,2013-10-21,"Clean, sunny and cozy room 5  Camp Nou",la Maternitat i Sant Ramon,Apartment,Private room,1.0,9,25,77.0
11685001,14625850,2014-04-23,Lovely bedroom in central Gotic,el Barri Gòtic,Apartment,Private room,1.0,50,0,
11685016,62075195,2016-03-08,Lovely vintage flat in Poblenou. Near the beach.,el Poblenou,Apartment,Entire home/apt,2.0,95,113,97.0
11692622,54357534,2016-01-12,Habitación céntrica,el Poble Sec,Apartment,Private room,1.0,40,85,90.0
11702390,5796387,2013-04-06,Ensuite Room-B&B with 400m2 Terrace,la Dreta de l'Eixample,Bed and breakfast,Private room,1.0,90,81,92.0
11707497,62213187,2016-03-09,Beautiful room in big modern flat,la Dreta de l'Eixample,Apartment,Private room,1.0,35,1,100.0
11719508,62316678,2016-03-09,Estupenda hab. grande y luminosa!,Sant Martí de Provençals,Apartment,Private room,1.0,36,213,97.0
11728465,8635649,2013-09-04,Friendly studio in Born,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,0.0,150,114,87.0
11730685,3038266,2012-07-24,Central big flat in Gracia Dt.3 bedrooms 2 balcony,la Vila de Gràcia,Apartment,Entire home/apt,3.0,64,88,89.0
11733070,4897883,2013-01-29,Cozy three bedroom apartment,el Poble Sec,Apartment,Entire home/apt,3.0,125,83,94.0
11737208,17532317,2014-07-02,Sants Estación Robrenyo 33  1A,Sants,Apartment,Entire home/apt,1.0,75,152,97.0
11737613,61928398,2016-03-07,Private room single bed,el Fort Pienc,Apartment,Private room,1.0,10,0,
11738921,12858721,2014-03-06,Bright and independent room,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,25,31,92.0
11745779,23992171,2014-11-21,Prime location on Provenca,la Dreta de l'Eixample,Apartment,Private room,1.0,30,1,80.0
11747655,62503672,2016-03-11,Habitación doble muy centrica en El Raval,el Raval,Apartment,Private room,2.0,30,7,80.0
11747722,8621770,2013-09-04,NICE NEW BRAND FLAT. CENTER BCN (2),el Raval,Apartment,Entire home/apt,1.0,48,13,98.0
11751396,37862782,2015-07-08,Zimmer in Zentraler Familienwohnung,Sant Antoni,Condominium,Private room,1.0,30,3,100.0
11753283,4006184,2012-10-29,Cozy&Central&Well equipped up to 4,la Dreta de l'Eixample,Apartment,Entire home/apt,1.0,60,147,91.0
11755206,56855891,2016-01-31,L'AUDITORI,el Fort Pienc,Apartment,Entire home/apt,4.0,60,174,90.0
11762804,5843487,2013-04-09,Apartamento para dos en el Centro,el Barri Gòtic,Apartment,Entire home/apt,1.0,52,14,89.0
11764470,3246867,2012-08-13,Double room with private bathroom,el Parc i la Llacuna del Poblenou,Apartment,Private room,1.0,35,25,89.0
11764681,3246867,2012-08-13,"Double Suite, with private bathroom.",el Parc i la Llacuna del Poblenou,Apartment,Private room,1.0,40,4,90.0
11765222,1275637,2011-10-11,"2 large bedrooms, sunny - ATU 35",la Sagrada Família,Apartment,Entire home/apt,2.0,100,97,89.0
11765354,11992113,2014-02-06,Cozy double room in Gracia,la Vila de Gràcia,Apartment,Private room,1.0,24,3,100.0
11766835,60973800,2016-02-29,Charming Room in Sant Marti,la Verneda i la Pau,Apartment,Private room,1.0,20,18,87.0
11767366,62633302,2016-03-12,charming cozy room,la Nova Esquerra de l'Eixample,Apartment,Private room,1.0,48,35,91.0
11767561,3310089,2012-08-19,"New flat 3bedroom,3bath & terrace",la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,100,16,92.0
11781693,20885212,2014-09-03,HABITACION DOBLE BARCELONA,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,47,33,96.0
11805676,62874984,2016-03-14,ROOM  CLOSE TO THE BEACH,la Vila Olímpica del Poblenou,Apartment,Private room,1.0,50,142,92.0
11807197,10180380,2013-11-21,Bonito estudio,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,0.0,38,0,
11808600,43244180,2015-09-03,eixample 41,la Dreta de l'Eixample,Apartment,Entire home/apt,6.0,270,5,88.0
11814469,57235423,2016-02-03,SUPER GRACIA P/HOUSE with SAGRADA FAMILIA VIEWS,la Vila de Gràcia,Apartment,Entire home/apt,1.0,119,107,92.0
11821313,13147167,2014-03-15,Nice room  next to the public transport,Navas,Apartment,Private room,1.0,40,89,99.0
11821878,34262691,2015-05-26,Room to rent in sunny Barcelona,el Poblenou,Apartment,Private room,1.0,25,0,
11830051,41807465,2015-08-18,HEART OF BARCELONA : BED IN MIXED DORMITORY 2 PERS,l'Antiga Esquerra de l'Eixample,Hostel,Shared room,1.0,40,11,98.0
11830886,41807465,2015-08-18,PRIVATE ROOM FOR 2 PERSONS IN HEART BARCELONA CITY,l'Antiga Esquerra de l'Eixample,Hostel,Private room,1.0,70,4,65.0
11835169,5878688,2013-04-11,"Spacious, bright, central. AC. Rambla Catalunya",la Dreta de l'Eixample,Serviced apartment,Entire home/apt,4.0,599,6,100.0
11838406,44102530,2015-09-13,Airy double with balcony in tranquil city centre,el Camp de l'Arpa del Clot,Apartment,Private room,1.0,28,49,99.0
11844326,18587033,2014-07-21,"Light, external, central, double rm",el Poble Sec,Apartment,Private room,1.0,29,0,
11855393,54302241,2016-01-12,Amazing room in the heart of Gracia. Privat WC,la Vila de Gràcia,Apartment,Private room,1.0,79,27,92.0
11856900,63198399,2016-03-16,SAGRADA FAMILIA VIEWS,la Sagrada Família,Condominium,Entire home/apt,3.0,129,21,80.0
11857023,8130906,2013-08-13,2-BEDROOM APARTMENT WITH A TERRACE,Diagonal Mar i el Front Marítim del Poblenou,Serviced apartment,Entire home/apt,2.0,295,4,90.0
11857224,1141201,2011-09-11,Minimalist Apartment with a Patio in Gràcia,la Vila de Gràcia,Apartment,Entire home/apt,1.0,75,57,99.0
11857281,63200951,2016-03-16,Double room with sunny 20m terrace,el Poblenou,Apartment,Private room,1.0,45,13,88.0
11857408,63198399,2016-03-16,SAGRADA FAMILIA SUN,el Baix Guinardó,Condominium,Entire home/apt,3.0,119,10,96.0
11862028,63229593,2016-03-16,Serennia Arc de Triomf 2 bedroom,el Fort Pienc,Serviced apartment,Entire home/apt,2.0,124,4,85.0
11869596,34262691,2015-05-26,Room in Barcelona,el Poblenou,Apartment,Private room,1.0,40,1,
11876782,7843388,2013-07-31,COZY STUDIO IN THE VERY CENTER,el Barri Gòtic,Apartment,Entire home/apt,0.0,30,7,77.0
11877523,28043451,2015-02-20,Stroll to Sagrada Familia from a Sunlit Apartment,la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,150,133,94.0
11879723,3847135,2012-10-12,Nice room in charm apt.,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,32,3,100.0
11880164,1391607,2011-11-10,Pedrera apartment,la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,150,16,77.0
11881793,60486362,2016-02-26,DOUBLE ROOM IN APARTMENT WITH TERRACE IN POBLENOU,el Poblenou,Apartment,Private room,1.0,50,2,100.0
11882029,63229593,2016-03-16,Serennia Ramblas-Pl.Catalunya -2 rooms,la Dreta de l'Eixample,Serviced apartment,Entire home/apt,2.0,230,2,100.0
11884918,63374052,2016-03-17,Miracle Street Apartment Barcelona,Sants,Apartment,Entire home/apt,1.0,85,88,97.0
11885430,63229593,2016-03-16,Serennia Ramblas-Pl.Catalunya -3 rooms,la Dreta de l'Eixample,Serviced apartment,Entire home/apt,3.0,280,10,86.0
11890842,38436463,2015-07-14,Bonito y cerca de la playa  Close to the beach,el Poblenou,Apartment,Entire home/apt,1.0,130,63,97.0
11895870,2922864,2012-07-13,"Sagrada Familia, nuevo, con ""patio""",la Sagrada Família,Apartment,Entire home/apt,3.0,60,7,94.0
11897324,8130906,2013-08-13,COMFORTABLE APARTMENT NEAR BEACH,Diagonal Mar i el Front Marítim del Poblenou,Serviced apartment,Entire home/apt,2.0,270,5,100.0
11898346,63229593,2016-03-16,Serennia Comfort I 4 bedrooms apartment,la Dreta de l'Eixample,Serviced apartment,Entire home/apt,4.0,350,24,90.0
11915448,50467850,2015-12-03,Bright Room.   Flat only shared with the owner : ),la Dreta de l'Eixample,Apartment,Private room,1.0,30,144,97.0
11923685,9478280,2013-10-17,Blasco de Garay Apartment - Poble Sec,el Poble Sec,Apartment,Entire home/apt,2.0,130,15,83.0
11930629,400416,2011-02-19,Tordera  HUTB-009446,la Vila de Gràcia,Apartment,Entire home/apt,2.0,55,30,91.0
11931355,63686955,2016-03-20,Single Room,la Bordeta,Apartment,Private room,1.0,25,0,
11935963,35407241,2015-06-09,Nice room with big futon double/bed,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,40,9,98.0
11938945,59290300,2016-02-18,Piso Eixample con terraza y parking,la Nova Esquerra de l'Eixample,Apartment,Entire home/apt,1.0,60,16,98.0
11942471,63550584,2016-03-18,Near,la Dreta de l'Eixample,Apartment,Private room,1.0,15,0,
11953606,16022141,2014-05-26,Double room with private bathroom,Porta,Apartment,Private room,1.0,38,12,98.0
11964537,32141262,2015-04-28,巴塞罗那顺心 sagrada familia,la Sagrada Família,Condominium,Private room,1.0,28,18,87.0
11966100,6442713,2013-05-17,ENVIRONMENTALLY FRIENDLY SHARED WITH A FAMILY,el Raval,Apartment,Private room,1.0,29,21,91.0
11967470,62633302,2016-03-12,charming single room,la Nova Esquerra de l'Eixample,Apartment,Private room,1.0,38,88,88.0
11967944,15951167,2014-05-25,BEAUTIFUL FLAT. SUNNY. CLOSE TO THE BEACH,el Raval,Apartment,Private room,1.0,59,27,96.0
11968269,32141262,2015-04-28,巴塞罗那顺心家庭旅馆2 sagrada familia,la Sagrada Família,Condominium,Private room,1.0,40,25,90.0
11968549,2307388,2012-05-06,Big Triple Bedroom & private bathroom +Living room,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,69,152,97.0
11969279,32141262,2015-04-28,巴塞罗那顺心家庭旅馆3 sagrada familia,la Sagrada Família,Condominium,Private room,1.0,40,29,91.0
11970032,61796638,2016-03-06,Habitación confortable y tranquila,Sant Andreu,Apartment,Private room,1.0,23,81,99.0
11970504,36117949,2015-06-18,Luxurious 2Bedroom,l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,2.0,115,77,95.0
11970589,7414663,2013-07-11,C11 · C11 · C11 · C11 · C11 · C11 · C11 · C11 Happy People Sant Pau - 2 bedroom C11,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,145,7,60.0
11975045,7414663,2013-07-11,Happy People Sant Pau - 2 bedroom,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,189,5,60.0
11978886,12858721,2014-03-06,(Double bed room with balcony),l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,35,90,93.0
11979539,20859252,2014-09-02,Private Room Near Metro,la Trinitat Nova,Apartment,Private room,1.0,25,79,89.0
11983489,39497836,2015-07-25,Grande habitación muy cerca Ramblas,el Raval,Apartment,Private room,1.0,30,3,
11985841,29613208,2015-03-19,Apartamento con terraza hasta 6pax,el Raval,Apartment,Entire home/apt,2.0,135,1,40.0
11987656,64071650,2016-03-22,alquilo habitación doble central,el Clot,Apartment,Private room,1.0,28,4,60.0
11988592,28419264,2015-02-26,Cozy Apartment in BCN,Sants,Apartment,Entire home/apt,2.0,100,70,95.0
11990775,64099499,2016-03-22,céntrica habitación,el Raval,Apartment,Private room,1.0,40,92,91.0
11994455,37275246,2015-07-01,Sunny Room in El Gotic,el Barri Gòtic,Apartment,Private room,1.0,30,1,80.0
11997102,50825390,2015-12-08,"Double Room - El Raval, Barcelona",el Raval,Apartment,Private room,1.0,30,1,100.0
11997849,22110879,2014-10-04,Room in Barceloneta,la Barceloneta,Condominium,Private room,1.0,85,0,
12026510,12119162,2014-02-10,Gótico,el Barri Gòtic,Apartment,Entire home/apt,2.0,80,1,80.0
12040253,7414663,2013-07-11,Happy People Sant Pau - 2 bedroom,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,145,4,90.0
12040300,7414663,2013-07-11,C31 · C31 · C31 · C31 · C31 · C31 · C31 · C31 Happy People Sant Pau - 2 bedroom,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,3000,4,65.0
12040321,7414663,2013-07-11,Happy People Sant Pau - 2 bedroom,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,145,7,71.0
12040346,7414663,2013-07-11,Happy People Sant Pau - 2 bedroom,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,145,8,73.0
12040380,7414663,2013-07-11,Happy People Sant Pau - 2 bedroom,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,145,9,78.0
12040408,7414663,2013-07-11,Happy People Sant Pau - 2 bedrooms w/balcony,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,100,12,80.0
12040437,7414663,2013-07-11,Happy People Sant Pau - 2 bedroom w/ balcony!,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,155,17,87.0
12040553,7414663,2013-07-11,C23 · C23 · C23 · C23 · C23 · C23 · C23 · C23  Happy People Sant Pau - 2 bedroom w/ balcony! · C33,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,155,4,70.0
12040757,3653608,2012-09-23,2 blocks from Sagrada Familia,la Sagrada Família,Apartment,Private room,2.0,40,174,96.0
12045434,7414663,2013-07-11,Happy People Sant Pau - 2 bedroom w/ balcony!,el Camp de l'Arpa del Clot,Apartment,Entire home/apt,2.0,155,6,80.0
12049105,58958509,2016-02-16,Nice and quiet room next to Parque Güell,el Coll,Apartment,Private room,1.0,40,54,97.0
12059958,5510200,2013-03-18,NIce Apartament Barcelona Center.,el Fort Pienc,Apartment,Private room,1.0,35,4,100.0
12060118,5510200,2013-03-18,Nice Apartament. Barcelona Center,el Fort Pienc,Condominium,Private room,1.0,17,2,90.0
12060481,27413056,2015-02-08,Single room close to Sants  station,Sants,Apartment,Private room,1.0,27,10,94.0
12077799,64725391,2016-03-28,1 single Room in central Barcelona,Sants,Apartment,Private room,1.0,40,27,85.0
